respondent_id,persona,age_group,gender,city_tier,monthly_hh_income,hh_type,products_used_shampoo,products_used_conditioner,products_used_body_wash,products_used_bar_soap,products_used_dishwash,products_used_laundry,products_used_floor_cleaner,products_used_toilet_cleaner,primary_channel,actual_spend_personal_care,actual_spend_mid,total_hh_spend_monthly,purchase_drivers_price,purchase_drivers_brand_trust,purchase_drivers_ingredients,purchase_drivers_eco_pkg,purchase_drivers_efficacy,purchase_drivers_fragrance,purchase_drivers_recommendation,purchase_drivers_availability,habit_strength,eco_concern_score,prior_eco_purchase,green_identity,lifestyle_exercise_yoga,lifestyle_track_waste,lifestyle_organic_food,lifestyle_eco_content,lifestyle_lifestyle_change,lifestyle_repair_reuse,greenwashing_skepticism,premium_willingness_pct,brand_switch_readiness,hard_water_waxy_hair,hard_water_poor_lather,hard_water_softener,hard_water_no_issue,trust_signal_lab_tests,trust_signal_certification,trust_signal_friend_rec,trust_signal_influencer_rec,trust_signal_free_sample,trust_signal_money_back,trust_signal_reviews,peer_eco_usage,discovery_channel,format_interest_shampoo_bar,format_interest_dishwash_block,format_interest_laundry_sheets,format_interest_body_bar,format_interest_surface_tablets,format_interest_conditioner_bar,format_interest_toilet_tablet,format_interest_none,barrier_efficacy_doubt,barrier_unfamiliar,barrier_price,barrier_availability,barrier_habit,barrier_humidity,barrier_no_concern,preferred_eco_channel,ayurveda_affinity,subscription_intent,bundle_pref_bathroom_kit,bundle_pref_kitchen_kit,bundle_pref_full_home,bundle_pref_trial_sampler,bundle_pref_gift_hamper,bundle_pref_no_bundle,eco_spend_willingness,max_price_shampoo_bar,max_price_laundry_sheets,pricing_model_pref,scenario_purchase_intent,overall_interest_score,interest_binary,interest_3class,actual_spend_mid_fill,aspiration_gap,lifestyle_score,format_interest_count,barrier_count,trust_signal_count,sdb_flag,is_outlier
R0649,Urban Renter,18-24,Female,Tier1,50-100k,Joint,1,1,1,1,0,1,1,1,Pharmacy,200-400,300.0,537,1,1,0,0,0,1,0,1,lt6m,2,No_not_priority,Not_priority,0,1,0,0,1,0,4,21-30,5,0,0,0,1,0,1,0,1,1,1,0,Friends_rec,Marketplace_browse,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,Amazon,Somewhat,Yes_if_discount,1,0,0,1,0,1,406,151-200,251-350,Refill_system,Wishlist,2,0,Not_Interested,300.0,106.0,2,3,2,4,0,0
R0650,Eco Skeptic,25-34,Male,Metro,100-200k,Single,1,1,1,0,0,1,1,1,Amazon_Flipkart,200-400,300.0,1244,0,0,0,0,0,1,1,1,2-5y,2,No_not_priority,Conscious_buyer,0,0,0,1,0,0,2,gt30,3,1,0,1,0,0,1,0,0,1,1,0,No_circle,Doctor_derm,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,Supermarket,Neutral,Yes_if_discount,0,0,1,0,0,0,838,151-200,251-350,Single,Research_first,2,0,Not_Interested,300.0,538.0,1,5,1,3,0,0
R0651,Eco Warrior,18-24,Male,Tier2,100-200k,Single,1,1,1,0,1,1,1,0,D2C,701-1200,950.0,2202,1,1,0,0,1,1,1,0,gt5y,5,Yes_regularly,Core_identity,1,0,0,1,1,0,4,11-20,5,0,0,0,1,1,0,0,0,1,0,1,Friends_rec,Influencer,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,Eco_store,Somewhat,Yes_already,0,1,1,0,1,0,1975,gt300,251-350,Monthly_sub,Unlikely,5,1,Interested,950.0,1025.0,3,6,0,3,0,0
R0652,Urban Renter,18-24,Male,Metro,50-100k,Single,1,1,1,1,1,0,0,0,Quick_commerce,200-400,300.0,610,1,0,1,0,0,0,0,0,lt6m,4,No_not_priority,Core_identity,1,1,0,1,0,0,4,11-20,3,0,0,0,1,0,1,0,1,1,1,1,I_influence,Friend_family,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,Quick_comm,Neutral,Try_first,0,0,0,1,0,0,629,gt300,251-350,Quarterly_bulk,No,3,0,Neutral,300.0,329.0,3,4,1,5,0,0
R0653,Urban Renter,25-34,Male,Metro,lt25k,Single,1,0,1,0,0,0,1,0,Kirana,lt200,150.0,275,1,0,0,1,1,1,1,1,lt6m,5,Yes_regularly,Occasional,0,0,0,1,0,0,4,gt30,2,0,0,0,1,0,0,1,0,0,0,1,Friends_rec,Marketplace_browse,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,Nykaa,Somewhat,Yes_if_discount,0,0,0,1,0,0,315,100-150,251-350,Single,Research_first,5,1,Interested,150.0,165.0,1,4,2,2,0,0
R0654,Urban Renter,35-44,Male,Metro,25-50k,Couple,1,0,1,0,1,0,0,1,Quick_commerce,200-400,300.0,314,1,1,0,1,1,1,0,0,6m-2y,4,Yes_regularly,Occasional,1,1,0,1,0,0,5,1-10,2,0,1,0,0,0,0,0,0,1,0,0,I_influence,Eco_store,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,Quick_comm,Somewhat,Yes_already,0,1,0,1,0,0,456,100-150,251-350,Quarterly_bulk,Wishlist,3,0,Neutral,300.0,156.0,3,3,3,1,0,0
R0655,Eco Skeptic,25-34,Other,Tier2,50-100k,Single,1,1,1,1,1,1,1,1,Kirana,701-1200,950.0,870,1,0,0,0,1,1,1,1,2-5y,5,No_not_priority,Occasional,0,1,1,0,0,0,4,21-30,5,0,0,0,1,1,0,0,0,1,1,1,No_circle,Friend_family,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,Amazon,Intl_std,No,0,0,0,1,0,1,2725,151-200,lt150,Quarterly_bulk,Unlikely,1,0,Not_Interested,950.0,1775.0,2,1,3,4,1,1
R0656,Mindful Parent,35-44,Female,Metro,50-100k,Family_small,1,1,1,0,1,1,1,1,Kirana,401-700,550.0,892,1,1,0,0,1,0,1,0,6m-2y,3,Yes_few,Conscious_buyer,0,0,1,1,1,0,3,1-10,4,0,1,0,0,0,1,0,0,1,0,0,Family_use,Free_sample,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,Nykaa,Somewhat,Yes_if_discount,1,0,1,0,1,0,830,201-300,251-350,Monthly_sub,Research_first,4,1,Interested,550.0,280.0,3,3,2,2,0,0
R0657,Mindful Parent,25-34,Male,Tier3,,Family_small,1,0,0,1,1,1,1,0,Amazon_Flipkart,gt1200,1400.0,873,1,1,1,0,1,1,0,1,2-5y,4,No_considered,Not_priority,1,1,1,0,0,0,5,11-20,4,0,0,0,1,1,1,1,0,0,0,1,I_influence,Free_sample,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,Amazon,Very_imp,Yes_if_discount,0,0,0,1,0,1,890,100-150,251-350,Monthly_sub,Order_now,1,0,Not_Interested,1400.0,-510.0,3,2,2,4,0,0
R0658,Eco Skeptic,25-34,Female,Tier1,gt200k,Couple,0,1,1,0,1,1,1,0,Pharmacy,401-700,550.0,2074,0,0,0,0,0,0,1,0,gt5y,3,Yes_regularly,Occasional,0,0,1,1,0,0,3,gt30,3,0,0,0,1,1,1,0,1,0,0,0,Unsure,Influencer,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,Amazon,Very_imp,Yes_if_discount,0,0,0,1,0,0,1970,151-200,150-250,Single,No,4,1,Interested,550.0,1420.0,2,3,3,3,0,0
R0659,Urban Renter,35-44,Male,Metro,25-50k,Single,1,0,1,1,1,1,1,1,Modern_trade,701-1200,950.0,279,1,1,1,1,1,0,1,0,lt6m,3,Yes_few,Curious,0,0,0,0,1,0,4,11-20,4,0,0,1,1,0,0,0,0,1,1,0,I_influence,Free_sample,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,Eco_store,Neutral,Yes_if_discount,0,0,0,1,0,0,462,100-150,251-350,Single,Research_first,1,0,Not_Interested,950.0,-488.0,1,3,2,2,0,0
R0660,Urban Renter,25-34,Female,Tier1,lt25k,Couple,1,0,1,0,0,1,0,0,D2C,200-400,300.0,247,1,1,0,0,1,1,1,1,2-5y,4,No_considered,Core_identity,1,1,0,1,0,0,5,0,2,0,0,0,1,0,1,1,1,0,0,0,I_influence,Influencer,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,Amazon,Very_imp,Yes_if_discount,0,0,0,1,0,0,154,201-300,150-250,Refill_system,Unlikely,4,1,Interested,300.0,-146.0,3,3,4,3,0,0
R0661,Eco Skeptic,25-34,Male,Tier1,50-100k,Single,1,1,1,1,1,1,1,1,Modern_trade,401-700,550.0,601,1,0,1,0,1,0,0,1,gt5y,4,No_not_priority,Occasional,0,0,1,1,1,0,4,11-20,3,1,0,0,0,1,1,1,0,1,0,1,No_circle,Marketplace_browse,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,Amazon,Somewhat,No,0,0,0,1,0,0,716,201-300,150-250,Refill_system,Research_first,1,0,Not_Interested,550.0,166.0,3,2,3,5,0,0
R0662,Price Pragmatist,25-34,Female,Tier3,lt25k,Couple,1,0,0,1,0,1,1,0,Kirana,200-400,300.0,150,1,1,1,1,0,1,1,0,2-5y,2,No_not_priority,Not_priority,0,0,1,0,1,0,3,1-10,4,0,0,0,1,1,0,0,1,1,0,0,No_circle,Marketplace_browse,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,Brand_website,Somewhat,Yes_already,0,0,1,1,1,0,171,lt100,150-250,Single,No,1,0,Not_Interested,300.0,-129.0,2,2,3,3,1,0
R0663,Urban Renter,18-24,Male,Tier1,25-50k,Family_small,1,1,1,1,0,1,0,0,Quick_commerce,lt200,150.0,832,0,1,0,1,1,0,0,0,6m-2y,5,Yes_few,Conscious_buyer,0,1,0,1,1,0,4,1-10,4,0,0,0,1,1,0,1,1,1,1,0,I_influence,Free_sample,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,Brand_website,Neutral,Try_first,0,0,0,1,0,0,407,201-300,251-350,Monthly_sub,Unlikely,4,1,Interested,150.0,257.0,3,3,3,5,1,1
R0664,Mindful Parent,35-44,Male,Tier2,100-200k,Family_small,1,1,1,1,0,1,1,1,D2C,200-400,300.0,1009,0,1,0,0,1,0,1,1,gt5y,3,No_considered,Core_identity,1,1,1,0,1,0,5,11-20,4,0,0,0,1,0,1,1,0,0,1,1,No_circle,Marketplace_browse,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,Amazon,Somewhat,Yes_if_discount,0,0,0,1,0,0,1313,151-200,251-350,Quarterly_bulk,Order_now,2,0,Not_Interested,300.0,1013.0,4,3,2,4,0,0
R0665,Eco Warrior,25-34,Male,Metro,100-200k,Family_large,1,0,0,1,1,1,1,1,D2C,200-400,300.0,1686,1,1,0,0,1,1,0,1,2-5y,5,No_considered,Occasional,1,0,0,1,0,1,5,11-20,5,0,0,0,1,1,0,0,0,0,0,0,Friends_rec,Free_sample,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,Eco_store,Very_imp,Yes_already,1,1,1,0,0,0,2012,100-150,251-350,Quarterly_bulk,Order_now,5,1,Interested,300.0,1712.0,3,4,0,1,0,0
R0666,Mindful Parent,25-34,Female,Tier2,lt25k,Family_small,1,1,0,1,1,0,1,0,Modern_trade,lt200,150.0,266,1,1,0,0,1,0,1,1,gt5y,2,Yes_few,Curious,1,0,1,1,0,0,5,11-20,2,0,0,0,1,0,1,1,0,0,1,1,No_circle,Doctor_derm,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,Brand_website,Somewhat,Try_first,1,1,1,1,0,0,278,151-200,150-250,Monthly_sub,Order_now,2,0,Not_Interested,150.0,128.0,3,2,2,4,0,0
R0667,Mindful Parent,25-34,Female,Tier1,25-50k,Couple,1,1,1,1,1,1,1,1,Modern_trade,701-1200,950.0,723,1,1,0,0,1,0,0,1,2-5y,3,No_not_priority,Occasional,1,0,0,1,1,0,4,gt30,1,0,0,0,1,0,1,1,1,0,0,0,Friends_rec,Friend_family,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,Brand_website,Very_imp,Yes_if_discount,1,0,1,1,1,0,294,201-300,251-350,Quarterly_bulk,Research_first,4,1,Interested,950.0,-656.0,3,4,0,3,0,0
R0668,Mindful Parent,35-44,Female,Tier3,,Family_small,1,1,1,1,1,1,1,0,Quick_commerce,200-400,300.0,582,0,0,1,0,1,1,1,1,2-5y,5,Yes_few,Conscious_buyer,1,0,1,0,1,1,3,21-30,5,0,0,0,1,0,0,1,0,1,0,0,Family_use,Doctor_derm,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,Quick_comm,Somewhat,Try_first,1,1,1,0,1,0,1140,100-150,251-350,Quarterly_bulk,Wishlist,4,1,Interested,300.0,840.0,4,5,3,2,1,0
R0669,Mindful Parent,35-44,Male,Metro,50-100k,Family_large,1,1,0,1,1,1,1,0,Amazon_Flipkart,701-1200,950.0,1204,1,1,0,0,0,0,0,0,gt5y,4,No_considered,Occasional,1,0,1,0,1,0,3,11-20,5,0,0,1,1,0,0,0,0,1,0,0,No_circle,Friend_family,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,Amazon,Very_imp,Yes_if_discount,1,0,0,0,1,0,173,151-200,351-500,Monthly_sub,Unlikely,2,0,Not_Interested,950.0,-777.0,3,4,1,1,1,0
R0670,Mindful Parent,25-34,Female,Tier1,50-100k,Family_large,1,1,0,0,0,1,1,1,D2C,401-700,550.0,936,1,0,1,0,1,0,1,1,gt5y,3,No_considered,Curious,1,1,1,1,1,0,1,11-20,2,0,0,1,1,0,1,1,1,0,1,1,I_influence,Eco_store,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,Brand_website,Somewhat,Try_first,1,0,0,1,0,0,815,151-200,gt500,Single,Wishlist,4,1,Interested,550.0,265.0,5,4,1,5,0,0
R0671,Mindful Parent,35-44,Male,Metro,50-100k,Couple,1,1,1,1,0,1,0,1,Amazon_Flipkart,401-700,550.0,1050,1,0,1,0,1,1,0,0,2-5y,4,Yes_regularly,Conscious_buyer,1,1,0,1,1,0,4,0,4,1,0,0,0,0,1,0,0,1,0,0,No_circle,Friend_family,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,Eco_store,Very_imp,Yes_if_discount,0,1,1,1,0,0,543,151-200,150-250,Quarterly_bulk,No,5,1,Interested,550.0,-7.0,4,3,2,2,0,0
R0672,Price Pragmatist,35-44,Female,Tier3,50-100k,Couple,0,1,1,1,1,1,1,1,Modern_trade,lt200,150.0,514,0,0,0,0,0,1,1,0,gt5y,2,No_not_priority,Curious,0,0,0,0,0,0,3,1-10,3,0,0,0,1,0,1,0,0,1,1,1,No_circle,Friend_family,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,Amazon,Somewhat,No,0,0,0,0,0,0,134,151-200,251-350,Single,No,1,0,Not_Interested,150.0,-16.0,0,2,2,4,0,0
R0673,Eco Warrior,45-54,Female,Tier2,50-100k,Family_large,1,1,1,0,1,1,0,1,Pharmacy,401-700,550.0,931,1,1,0,0,1,0,0,0,6m-2y,3,Yes_few,Core_identity,1,1,1,1,1,1,1,11-20,4,0,1,0,0,1,1,0,0,1,1,1,I_influence,Friend_family,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,Brand_website,Very_imp,Try_first,0,1,0,0,0,0,1689,201-300,251-350,Monthly_sub,Order_now,3,0,Neutral,550.0,1139.0,6,6,2,5,0,0
R0674,Urban Renter,18-24,Male,Metro,50-100k,Single,1,1,1,1,1,1,0,1,D2C,200-400,300.0,792,0,1,0,1,0,0,0,1,2-5y,3,Yes_few,Occasional,1,0,0,0,0,0,1,1-10,5,0,0,0,1,0,0,1,1,0,0,1,No_circle,Influencer,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,Eco_store,Neutral,Try_first,1,0,0,0,0,1,1191,100-150,lt150,Monthly_sub,Research_first,3,0,Neutral,300.0,891.0,1,2,2,3,1,0
R0675,Eco Skeptic,25-34,Male,Metro,lt25k,Family_small,1,0,1,1,1,1,1,0,Quick_commerce,401-700,550.0,266,1,1,0,0,1,0,1,1,gt5y,5,No_not_priority,Occasional,1,0,0,0,0,0,5,21-30,4,0,1,0,0,1,1,0,1,0,1,0,No_circle,Friend_family,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,Eco_store,Somewhat,Yes_if_discount,0,1,0,1,0,0,2753,201-300,251-350,Single,No,2,0,Not_Interested,550.0,2203.0,1,4,2,4,0,1
R0676,Price Pragmatist,25-34,Male,Tier3,25-50k,Family_small,1,0,1,1,1,1,0,1,Kirana,401-700,550.0,179,0,0,1,0,0,0,0,1,2-5y,1,No_considered,Not_priority,0,0,0,0,1,0,5,11-20,3,0,0,0,1,0,0,1,0,1,1,0,No_circle,Article_news,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,Eco_store,Neutral,Try_first,0,1,1,1,0,1,343,151-200,150-250,Monthly_sub,Unlikely,3,0,Neutral,550.0,-207.0,1,0,2,3,0,0
R0677,Eco Warrior,25-34,Male,Metro,100-200k,Joint,1,1,1,0,1,1,1,1,Quick_commerce,701-1200,950.0,1307,1,0,1,0,1,0,0,1,6m-2y,5,Yes_few,Core_identity,1,1,1,1,0,1,3,11-20,3,1,0,0,0,0,0,1,0,1,1,1,Friends_rec,Free_sample,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,Amazon,Very_imp,Try_first,1,0,0,1,1,1,1978,100-150,150-250,Monthly_sub,Wishlist,4,1,Interested,950.0,1028.0,5,7,1,4,0,0
R0678,Eco Skeptic,35-44,Male,Tier1,100-200k,Family_small,1,1,1,0,0,1,1,1,Amazon_Flipkart,200-400,300.0,747,0,0,0,0,1,1,0,0,gt5y,2,No_considered,Not_priority,0,1,0,1,1,0,3,0,4,0,0,0,1,0,1,1,0,0,0,1,No_circle,Article_news,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,Amazon,Intl_std,Yes_if_discount,0,1,0,0,0,1,764,151-200,351-500,Monthly_sub,No,1,0,Not_Interested,300.0,464.0,3,2,3,3,1,0
R0679,Price Pragmatist,25-34,Female,Tier3,25-50k,Joint,1,0,1,1,1,1,1,0,Kirana,401-700,550.0,309,1,1,1,1,1,0,0,0,2-5y,1,No_not_priority,Not_priority,1,0,0,0,0,0,4,1-10,1,0,0,0,1,0,0,1,0,1,1,0,No_circle,Marketplace_browse,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Supermarket,Very_imp,No,0,1,0,1,0,1,331,151-200,351-500,Single,Unlikely,1,0,Not_Interested,550.0,-219.0,1,0,2,3,0,0
R0680,Price Pragmatist,35-44,Male,Tier1,100-200k,Joint,1,1,1,1,1,1,1,1,Modern_trade,gt1200,1400.0,819,1,1,0,0,1,0,0,1,gt5y,3,No_not_priority,Not_priority,0,0,1,0,0,0,3,0,4,0,0,0,1,0,0,0,1,1,0,0,Unsure,Marketplace_browse,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,Eco_store,Somewhat,Yes_already,0,0,0,0,0,0,870,151-200,lt150,Refill_system,Research_first,1,0,Not_Interested,1400.0,-530.0,1,2,2,2,1,0
R0681,Price Pragmatist,25-34,Male,Tier3,lt25k,Family_small,1,0,0,0,1,1,1,0,Modern_trade,200-400,300.0,185,0,0,1,1,1,0,1,0,6m-2y,3,No_not_priority,Not_priority,0,0,1,0,0,1,3,11-20,4,0,1,0,0,0,0,1,0,1,0,0,No_circle,Marketplace_browse,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,Quick_comm,Very_imp,No,0,0,0,0,0,0,172,100-150,251-350,Single,Unlikely,3,0,Neutral,300.0,-128.0,2,2,2,2,0,0
R0682,Mindful Parent,35-44,Male,Tier2,100-200k,Single,1,1,1,1,1,1,0,1,D2C,,,1478,1,0,0,0,1,0,1,1,2-5y,5,No_considered,Conscious_buyer,0,0,0,1,1,1,5,0,4,0,0,0,1,1,1,1,1,1,0,1,Family_use,Free_sample,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,Nykaa,Very_imp,Yes_if_discount,1,0,0,1,0,0,414,151-200,150-250,Single,Research_first,5,1,Interested,,-136.0,3,4,1,6,0,0
R0683,Mindful Parent,35-44,Female,Metro,100-200k,Family_large,1,0,1,1,1,1,0,1,Quick_commerce,701-1200,950.0,1468,1,1,1,0,1,0,1,1,lt6m,4,No_not_priority,Conscious_buyer,1,1,0,0,1,0,3,1-10,3,0,0,0,1,0,1,1,0,0,0,0,No_circle,Influencer,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,Brand_website,Somewhat,Try_first,0,0,1,1,0,0,1067,100-150,150-250,Monthly_sub,Research_first,2,0,Not_Interested,950.0,117.0,3,5,2,2,0,0
R0684,Urban Renter,45-54,Female,Tier1,100-200k,Single,1,0,1,1,1,1,1,1,Modern_trade,200-400,300.0,1194,0,0,1,0,1,0,1,1,lt6m,2,No_considered,Occasional,1,0,0,1,0,0,2,11-20,5,1,1,0,0,1,0,0,1,1,1,0,Family_use,Friend_family,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,Amazon,Neutral,No,1,0,1,0,0,0,1438,100-150,251-350,Refill_system,Unlikely,4,1,Interested,300.0,1138.0,2,3,1,4,0,0
R0685,Price Pragmatist,45-54,Male,Tier3,50-100k,Family_large,1,1,1,1,1,1,0,1,Amazon_Flipkart,lt200,150.0,567,0,1,1,1,0,0,0,1,gt5y,5,No_considered,Not_priority,1,0,0,0,0,0,2,11-20,1,0,0,0,1,0,1,0,0,1,0,0,No_circle,Marketplace_browse,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Quick_comm,Not_imp,Try_first,0,0,0,0,0,0,827,201-300,351-500,Single,Unlikely,2,0,Not_Interested,150.0,677.0,1,1,1,2,0,0
R0686,Urban Renter,25-34,Female,Metro,25-50k,Family_small,1,1,1,1,1,1,1,0,Quick_commerce,lt200,150.0,492,0,1,0,0,1,0,0,1,lt6m,5,No_considered,Occasional,1,0,1,0,1,0,3,21-30,5,0,0,0,1,0,0,0,1,0,1,0,I_influence,Article_news,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,Quick_comm,Intl_std,Try_first,0,0,0,0,1,0,538,151-200,150-250,Monthly_sub,Wishlist,5,1,Interested,150.0,388.0,3,4,1,2,1,1
R0687,Urban Renter,18-24,Male,Tier2,50-100k,Couple,1,0,0,0,1,1,1,0,D2C,200-400,300.0,417,1,0,1,0,1,1,1,0,lt6m,4,No_considered,Occasional,1,1,0,1,1,0,5,1-10,4,0,0,0,1,0,0,1,0,1,0,0,Friends_rec,Influencer,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,Quick_comm,Very_imp,Yes_if_discount,0,0,1,1,0,0,600,100-150,251-350,Single,Research_first,2,0,Not_Interested,300.0,300.0,4,2,3,2,0,0
R0688,Mindful Parent,45-54,Female,Tier1,50-100k,Family_small,1,0,1,1,1,1,1,1,Amazon_Flipkart,200-400,300.0,643,1,0,0,0,1,0,1,1,2-5y,5,Yes_few,Conscious_buyer,1,0,1,0,1,0,2,11-20,5,0,0,0,1,0,1,0,0,1,0,0,Family_use,Doctor_derm,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,Nykaa,Neutral,Try_first,1,0,1,1,0,0,1051,201-300,gt500,Single,Order_now,5,1,Interested,300.0,751.0,3,3,2,2,1,0
R0689,Urban Renter,25-34,Male,Tier1,50-100k,Family_small,1,0,1,1,1,1,0,0,Amazon_Flipkart,200-400,300.0,826,1,1,1,1,1,1,1,1,2-5y,4,Yes_few,Conscious_buyer,1,0,0,1,1,1,4,1-10,4,0,0,1,1,1,0,0,0,0,0,0,Unsure,Influencer,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,Quick_comm,Neutral,Yes_already,1,0,0,1,0,1,790,100-150,351-500,Monthly_sub,Research_first,1,0,Not_Interested,300.0,490.0,4,6,1,1,0,0
R0690,Mindful Parent,45-54,Female,Metro,50-100k,Joint,1,1,1,0,1,1,1,1,Quick_commerce,lt200,150.0,671,1,0,0,1,1,1,1,0,gt5y,5,No_not_priority,Conscious_buyer,0,0,1,0,0,0,2,1-10,5,0,0,0,1,0,1,1,0,0,0,0,Friends_rec,Friend_family,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,Supermarket,Very_imp,Yes_already,1,0,1,1,0,0,885,201-300,251-350,Monthly_sub,Wishlist,5,1,Interested,150.0,735.0,1,3,4,2,0,1
R0691,Mindful Parent,35-44,Female,Metro,gt200k,Family_large,1,1,1,0,1,0,1,1,Quick_commerce,701-1200,950.0,2203,1,0,1,1,0,1,1,0,gt5y,3,No_not_priority,Conscious_buyer,0,1,1,0,1,0,3,11-20,3,1,0,1,0,0,0,0,0,0,1,0,Family_use,Friend_family,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,Eco_store,Somewhat,Yes_if_discount,1,0,0,0,1,0,459,100-150,150-250,Quarterly_bulk,No,1,0,Not_Interested,950.0,-491.0,3,4,1,1,0,0
R0692,Eco Skeptic,35-44,Male,Tier1,50-100k,Couple,1,0,1,1,1,1,1,1,Kirana,401-700,550.0,524,0,0,1,1,0,1,0,0,6m-2y,2,Yes_few,Occasional,0,0,0,0,0,0,3,1-10,2,0,0,0,1,1,1,1,1,1,1,1,Friends_rec,Influencer,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,Nykaa,Somewhat,Yes_if_discount,0,0,1,0,0,1,871,100-150,150-250,Monthly_sub,Unlikely,3,0,Neutral,550.0,321.0,0,2,1,7,0,0
R0693,Eco Skeptic,35-44,Female,Metro,gt200k,Couple,1,0,1,1,1,1,0,1,Amazon_Flipkart,701-1200,950.0,1919,0,0,1,1,1,0,1,0,6m-2y,1,No_not_priority,Curious,0,0,0,0,0,0,5,0,2,0,0,0,1,1,1,1,1,1,1,0,Family_use,Doctor_derm,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,Amazon,Somewhat,Yes_already,0,0,1,1,0,0,1520,lt100,251-350,Quarterly_bulk,Unlikely,3,0,Neutral,950.0,570.0,0,4,4,6,0,0
R0694,Mindful Parent,35-44,Female,Tier1,100-200k,Family_small,1,0,1,0,1,0,1,0,D2C,200-400,300.0,1175,1,0,0,0,1,0,1,1,2-5y,5,Yes_few,Conscious_buyer,0,1,0,0,0,1,3,1-10,4,0,0,0,1,0,0,0,1,1,0,0,Friends_rec,Friend_family,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,Eco_store,Very_imp,Try_first,1,1,0,1,0,0,995,151-200,251-350,Single,Research_first,5,1,Interested,300.0,695.0,2,2,2,2,0,0
R0695,Eco Warrior,18-24,Male,Tier1,50-100k,Family_small,1,1,1,1,1,1,1,1,Modern_trade,701-1200,950.0,911,0,0,1,0,1,0,1,0,lt6m,5,No_considered,Core_identity,1,1,1,1,1,1,4,11-20,5,0,0,0,1,0,1,1,1,0,0,1,Unsure,Influencer,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,Supermarket,Very_imp,Yes_already,1,0,0,0,0,0,977,151-200,351-500,Monthly_sub,Wishlist,5,1,Interested,950.0,27.0,6,6,0,4,0,0
R0696,Urban Renter,25-34,Male,Tier1,25-50k,Couple,1,1,1,1,1,1,1,0,Pharmacy,200-400,300.0,504,1,1,1,1,1,0,0,0,No_fixed,3,No_not_priority,Occasional,1,0,0,1,1,0,5,1-10,5,0,0,0,1,0,1,0,1,0,0,1,No_circle,Marketplace_browse,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,Amazon,Somewhat,Yes_if_discount,0,0,1,0,1,1,354,151-200,251-350,Quarterly_bulk,Research_first,1,0,Not_Interested,300.0,54.0,3,5,2,3,1,0
